query	document	reference	score	query_type
What do scriptures say about prophets being rejected?	And behold, also Zenock, and also Ezias, and also Isaiah, and Jeremiah, (Jeremiah being that same prophet who testified of the destruction of Jerusalem) and now we know that Jerusalem was destroyed according to the words of Jeremiah. O then why not the Son of God come, according to his prophecy?	Helaman 8:20	1	cross_reference
What do scriptures say about prophets being rejected?	And it came to pass that the people did revile against the prophets, and did mock them. And it came to pass that king Shule did execute judgment against all those who did revile against the prophets.	Ether 7:24	3	cross_reference
What do scriptures say about prophets being rejected?	And it shall come to pass, that every soul, which will not hear that prophet, shall be destroyed from among the people.	Acts 3:23	3	cross_reference
What do scriptures say about prophets being rejected?	And they, whether they will hear, or whether they will forbear, (for they are a rebellious house,) yet shall know that there hath been a prophet among them.	Ezekiel 2:5	3	cross_reference
What do scriptures say about prophets being rejected?	Reprobate silver shall men call them, because the LORD hath rejected them.	Jeremiah 6:30	1	cross_reference
What do scriptures say about prophets being rejected?	Thus shalt thou say to the prophet, What hath the LORD answered thee? and, What hath the LORD spoken?	Jeremiah 23:37	0	cross_reference
What do scriptures say about prophets being rejected?	And as for the prophet, and the priest, and the people, that shall say, The burden of the LORD, I will even punish that man and his house.	Jeremiah 23:34	1	cross_reference
What do scriptures say about prophets being rejected?	Therefore also said the wisdom of God, I will send them prophets and apostles, and some of them they shall slay and persecute:	Luke 11:49	3	cross_reference
What do scriptures say about prophets being rejected?	Thus saith the Lord GOD; Woe unto the foolish prophets, that follow their own spirit, and have seen nothing!	Ezekiel 13:3	1	cross_reference
What do scriptures say about prophets being rejected?	Behold, I am he of whom Moses spake, saying: A prophet shall the Lord your God raise up unto you of your brethren, like unto me; him shall ye hear in all things whatsoever he shall say unto you. And it shall come to pass that every soul who will not hear that prophet shall be cut off from among the people.	3 Nephi 20:23	2	cross_reference
What do scriptures say about prophets being rejected?	Behold, will ye reject these words? Will ye reject the words of the prophets; and will ye reject all the words which have been spoken concerning Christ, after so many have spoken concerning him; and deny the good word of Christ, and the power of God, and the gift of the Holy Ghost, and quench the Holy Spirit, and make a mock of the great plan of redemption, which hath been laid for you?	Jacob 6:8	3	cross_reference
What do scriptures say about prophets being rejected?	But first must he suffer many things, and be rejected of this generation.	Luke 17:25	3	cross_reference
What do scriptures say about prophets being rejected?	But the prophet, which shall presume to speak a word in my name, which I have not commanded him to speak, or that shall speak in the name of other gods, even that prophet shall die.	Deuteronomy 18:20	1	cross_reference
What do scriptures say about prophets being rejected?	But, behold, they shall have wars, and rumors of wars; and when the day cometh that the Only Begotten of the Father, yea, even the Father of heaven and of earth, shall manifest himself unto them in the flesh, behold, they will reject him, because of their iniquities, and the hardness of their hearts, and the stiffness of their necks.	2 Nephi 25:12	2	cross_reference
What do scriptures say about prophets being rejected?	And I have seen folly in the prophets of Samaria; they prophesied in Baal, and caused my people Israel to err.	Jeremiah 23:13	1	cross_reference
What do scriptures say about prophets being rejected?	And it shall come to pass, that whosoever will not hearken unto my words which he shall speak in my name, I will require it of him.	Deuteronomy 18:19	2	cross_reference
What happened at the tower of Babel?	And they said, Go to, let us build us a city and a tower, whose top may reach unto heaven; and let us make us a name, lest we be scattered abroad upon the face of the whole earth.	Genesis 11:4	3	factual
What happened at the tower of Babel?	So the LORD scattered them abroad from thence upon the face of all the earth: and they left off to build the city.	Genesis 11:8	3	factual
What happened at the tower of Babel?	Therefore is the name of it called Babel; because the LORD did there confound the language of all the earth: and from thence did the LORD scatter them abroad upon the face of all the earth.	Genesis 11:9	3	factual
What happened at the tower of Babel?	And the LORD came down to see the city and the tower, which the children of men builded.	Genesis 11:5	3	factual
What happened at the tower of Babel?	And the whole earth was of one language, and of one speech.	Genesis 11:1	2	factual
What happened at the tower of Babel?	Go to, let us go down, and there confound their language, that they may not understand one another's speech.	Genesis 11:7	3	factual
What happened at the tower of Babel?	And it came to pass, as they journeyed from the east, that they found a plain in the land of Shinar; and they dwelt there.	Genesis 11:2	2	factual
What happened at the tower of Babel?	And the LORD said, Behold, the people is one, and they have all one language; and this they begin to do: and now nothing will be restrained from them, which they have imagined to do.	Genesis 11:6	3	factual
